id,name,rating,rank,popularity,members,favorites
5114,Fullmetal Alchemist: Brotherhood,9.24, 1, 6,384629,39327
9253,Steins;Gate,9.18, 2, 16,304291,33112
4181,Clannad: After Story,9.15, 3, 31,258088,26773
11061,Hunter x Hunter (2011),9.14, 4, 127,134742,12585
9969,Gintama,9.14, 5, 362,71698,2306
15335,Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,9.13, 6, 1048,28288,446
15417,Gintama: Enchousen,9.07, 7, 858,35218,539
820,Ginga Eiyuu Densetsu,9.05, 8, 704,42119,3661
918,Gintama,9.04, 9, 73,174675,16011
2904,Code Geass: Hangyaku no Lelouch R2,9.0, 10, 13,329002,23164
199,Sen to Chihiro no Kamikakushi,8.92, 11, 30,259659,6130
12355,Ookami Kodomo no Ame to Yuki,8.91, 12, 254,92205,1930
7311,Suzumiya Haruhi no Shoushitsu,8.9, 13, 110,142968,4114
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuiokuhen,8.88, 14, 289,84842,2772
22297,Fate/stay night: Unlimited Blade Works (TV),8.87, 15, 527,55004,615
1575,Code Geass: Hangyaku no Lelouch,8.87, 16, 3,405738,33084
263,Hajime no Ippo,8.86, 17, 309,80950,4734
17074,Monogatari Series: Second Season,8.84, 18, 266,89058,2973
2001,Tengen Toppa Gurren Lagann,8.83, 19, 15,308549,24145
1,Cowboy Bebop,8.83, 20, 27,266713,17715
21939,Mushishi Zoku Shou,8.82, 21, 771,39015,233
457,Mushishi,8.81, 22, 89,159351,8865
24701,Mushishi Zoku Shou 2nd Season,8.8, 23, 1665,14255,30
245,Great Teacher Onizuka,8.8, 24, 90,159306,7801
164,Mononoke Hime,8.8, 25, 60,190531,4199
11741,Fate/Zero 2nd Season,8.79, 26, 102,151244,3898
1535,Death Note,8.79, 27, 1,539901,46210
11665,Natsume Yuujinchou Shi,8.78, 28, 550,52845,613
16498,Shingeki no Kyojin,8.77, 29, 4,390379,26184
16894,Kuroko no Basket 2nd Season,8.76, 30, 258,91572,1812
12365,Bakuman. 3,8.76, 31, 405,66869,753
5258,Hajime no Ippo: New Challenger,8.76, 32, 619,47567,529
431,Howl no Ugoku Shiro,8.74, 33, 53,198125,4341
4282,Kara no Kyoukai 5: Mujun Rasen,8.73, 34, 373,70010,1486
19,Monster,8.73, 35, 152,124401,6298
19647,Hajime no Ippo: Rising,8.71, 36, 1135,25740,151
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.71, 37, 36,232271,9842
3297,Aria the Origination,8.7, 38, 875,34459,1693
777,Hellsing Ultimate,8.7, 39, 98,154329,6544
20583,Haikyuu!!,8.69, 40, 392,68356,2354
19815,No Game No Life,8.69, 41, 55,196281,7490
10408,Hotarubi no Mori e,8.69, 42, 298,83171,1578
10379,Natsume Yuujinchou San,8.69, 43, 507,56267,389
3784,Evangelion: 2.0 You Can (Not) Advance,8.69, 44, 184,113178,1324
27821,Fate/stay night: Unlimited Blade Works (TV) - Prologue,8.67, 45, 1011,29658,40
5300,Zoku Natsume Yuujinchou,8.67, 46, 381,69479,745
22135,Ping Pong The Animation,8.66, 47, 1017,29391,994
21329,Mushishi Special: Hihamukage,8.66, 48, 1272,21779,24
11577,Steins;Gate: Fuka Ryouiki no Déjà vu,8.66, 49, 271,87084,490
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,8.66, 50, 622,47134,244
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.65, 51, 462,60686,855
12029,Uchuu Senkan Yamato 2199,8.64, 52, 1376,19197,355
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Part 2),8.64, 53, 480,59645,761
21,One Piece,8.64, 54, 26,266918,35836
9756,Mahou Shoujo Madoka★Magica,8.63, 55, 33,249421,15719
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.62, 56, 652,45318,153
11771,Kuroko no Basket,8.62, 57, 107,144409,7131
2251,Baccano!,8.62, 58, 47,204921,9835
18115,Magi: The Kingdom of Magic,8.61, 59, 277,86719,1510
17389,Kingdom 2nd Season,8.61, 60, 1799,12613,169
14397,Chihayafuru 2,8.61, 61, 643,45825,483
10162,Usagi Drop,8.61, 62, 200,107108,1869
6114,Rainbow: Nisha Rokubou no Shichinin,8.61, 63, 482,59344,1575
877,Nana,8.61, 64, 180,114129,7177
578,Hotaru no Haka,8.61, 65, 215,102182,1173
12431,Uchuu Kyoudai,8.6, 66, 800,37993,967
7785,Yojouhan Shinwa Taikei,8.6, 67, 533,54593,2411
5028,Major S5,8.6, 68, 1544,16052,180
7472,Gintama: Shinyaku Benizakura-hen,8.59, 69, 1078,27369,113
5941,Cross Game,8.59, 70, 979,30429,988
13601,Psycho-Pass,8.58, 71, 46,205082,7378
10087,Fate/Zero,8.58, 72, 49,204441,7283
10030,Bakuman. 2,8.57, 73, 299,82962,460
14719,JoJos Bizarre Adventure (2012),8.56, 74, 412,65977,2339
11917,Major: World Series,8.56, 75, 2522,6371,25
4155,One Piece: Strong World,8.56, 76, 601,49330,232
1698,Nodame Cantabile,8.56, 77, 246,94687,3013
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,8.56, 78, 356,72707,1289
2246,Mononoke,8.55, 79, 603,48987,1903
2236,Toki wo Kakeru Shoujo,8.55, 80, 82,167839,2507
22789,Barakamon,8.54, 81, 346,73884,1000
170,Slam Dunk,8.54, 82, 670,44404,1592
12859,One Piece Film Z,8.53, 83, 860,35202,160
6547,Angel Beats!,8.53, 84, 9,369702,19604
6336,Mobile Suit Gundam Unicorn,8.53, 85, 1097,26732,583
4224,Toradora!,8.53, 86, 12,330615,16530
10863,Steins;Gate: Oukoubakko no Poriomania,8.52, 87, 273,86992,239
1889,Higurashi no Naku Koro ni Kai,8.52, 88, 112,142765,3389
